Organization Name,Organization Name URL,Categories,CB Rank (Company),Number of Articles,Estimated Revenue Range,Number of Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Duration (in weeks),Number of Alumni,Number of Enrollments,School Type,School Program,School Method,Number of Founders (Alumni),Headquarters Location,Number of Founders,Number of Employees,Founders,Number of Funding Rounds,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price Currency (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Number of Events,CB Rank (Organization),CB Rank (School),Trend Score (7 Days),Trend Score (30 Days),Trend Score (90 Days),SimilarWeb - Monthly Visits,SimilarWeb - Average Visits (6 months),SimilarWeb - Monthly Visits Growth,SimilarWeb - Visit Duration,SimilarWeb - Visit Duration Growth,SimilarWeb - Page Views / Visit,SimilarWeb - Page Views / Visit Growth,SimilarWeb - Bounce Rate,SimilarWeb - Bounce Rate Growth,SimilarWeb - Global Traffic Rank,SimilarWeb - Monthly Rank Change (#),SimilarWeb - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Siftery - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Company Type,Investor Type,Investment Stage,Number of Portfolio Organizations,Accelerator Application Deadline,Category Groups
"Waterproof Power Inverter YiChuangFeng Co,. Ltd",https://www.crunchbase.com/organization/waterproof-power-inverter-yichuangfeng-co-ltd,"Electronics, Manufacturing, Renewable Energy","578,109",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"618,377",,-0.1,-0.3,-0.9,,37.86,,,,,,,,,,,9,,,,,,,,,,,14/5/07,day,,,For Profit,,,,,"Consumer Electronics, Energy, Hardware, Manufacturing, Sustainability"
Han's CNC science and technology,https://www.crunchbase.com/organization/han-s-cnc-science-and-technology,"Industrial Automation, Industrial Engineering, Manufacturing","578,171",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"618,444",,-0.2,-0.6,-0.2,214,429.3,-41.87%,48,-65.56%,8,233.92%,0%,-20.44%,"17,435,624","-423,832",-2.37%,2,,,,9,0,Optics,,,,,,,,,,,,,,"Manufacturing, Science and Engineering"
Shenzhen Wei Wen Electronic Technology,https://www.crunchbase.com/organization/shenzhen-wei-wen-electronic-technology,"Information Technology, Manufacturing, Security","580,048",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"620,451",,-0.2,-0.2,-0.3,,,,,,,,,,,,,2,,,,,,,,,,,,,,,For Profit,,,,,"Information Technology, Manufacturing, Privacy and Security"
Brinyte,https://www.crunchbase.com/organization/brinyte,"Consumer Electronics, Manufacturing","583,373",2,Less than $1M,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"624,029",,-0.2,0,0.9,"3,708","4,136.04",-59.44%,64,79.43%,2.63,-22.99%,31.87%,18.04%,"5,291,504","2,431,854",85.04%,2,,,4,,,,,,,,2/6/06,day,,,,,,,,"Consumer Electronics, Hardware, Manufacturing"
Guangdong Broadradio Communication Technology,https://www.crunchbase.com/organization/guangdong-broadradio-communication-technology,Manufacturing,"584,614",,$1M to $10M,,,,,,,,,,,,,"Guangzhou, Guangdong, China",,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"625,365",,-0.2,-0.2,-0.4,,,,,,,,,,,,,3,,,,2,0,Basic Electric Elements,,,,,1/1/10,year,,,,,,,,Manufacturing
Liby Group,https://www.crunchbase.com/organization/liby-group,"Consumer Goods, Manufacturing","586,289",,,1,1,,,,,,,,,,,"Guangzhou, Guangdong, China",,Nov-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"627,149",,0.9,2.3,2.1,,,,,,,,,,,,,,,,,,,,,,,,1/1/94,year,,,,Venture Capital,Early Stage Venture,1,,"Consumer Goods, Manufacturing"
Light Engine,https://www.crunchbase.com/organization/light-engine,Manufacturing,"587,594",,Less than $1M,,,,,,,,,,,,,"Huizhou, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"628,554",,0.3,0.3,-0.3,585,472,94.15%,182,-42.02%,5.22,163.09%,39.60%,-35.83%,"11,851,469","-8,547,122",-41.90%,13,,,,,,,,,,,1/1/97,year,,,For Profit,,,,,Manufacturing
Luzhou Laojiao,https://www.crunchbase.com/organization/luzhou-laojiao,"Food and Beverage, Manufacturing, Wine And Spirits","589,705",,,,,,,,,,,,,,,"Luzhou, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"630,796",,2.4,2.4,2.3,,,,,,,,,,,,,,,,,,,,,,,,1/1/50,year,,,,,,,,"Food and Beverage, Manufacturing"
Shenzhen Lianheng Technology,https://www.crunchbase.com/organization/shenzhen-lianheng-technology,"Computer, Electronics, Information Technology, Manufacturing","590,535",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,1-Oct,,,,,,M&A,,,,,,,,,,,,,,,,,Was Acquired,Shenzhen Lianheng Technology acquired by Wuhan Yangtze Communications Industry Group,https://www.crunchbase.com/acquisition/wuhan-yangtze-communications-industry-group-acquires-shenzhen-lianheng-technology--57a41025,Wuhan Yangtze Communications Industry Group,https://www.crunchbase.com/organization/wuhan-yangtze-communications-industry-group,20/5/10,day,,,,,,Private,,,,,,,,,,,,,,"631,690",,-0.1,-0.2,-0.3,,,,,,,,,,,,,6,,,8,,,,,,,,1/1/96,year,20/5/10,day,,,,,,"Consumer Electronics, Hardware, Information Technology, Manufacturing"
"Bystar Electronics (Hong Kong) Co.,Ltd",https://www.crunchbase.com/organization/bystar-electronics-hong-kong-co-ltd,Manufacturing,"592,190",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"633,458",,-0.1,1,1.3,,,,,,,,,,,,,16,,,,,,,,,,,,,,,For Profit,,,,,Manufacturing
Shenzhen BYD Microelectronics,https://www.crunchbase.com/organization/shenzhen-byd-microelectronics,"Industrial Engineering, Manufacturing","594,960",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"636,425",,0.7,0.7,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manufacturing, Science and Engineering"
Shenzhen U1 Telecommunications,https://www.crunchbase.com/organization/shenzhen-u1-telecommunications,Manufacturing,"596,386",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,2,"637,959",,-0.1,-0.4,-0.8,,176.67,-100%,,,,,,,,,,8,,,,,,,,,,,1/1/11,year,,,For Profit,,,,,Manufacturing
Shenzhen Veisat Technology,https://www.crunchbase.com/organization/shenzhen-veisat-technology,Manufacturing,"599,427",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"641,244",,-0.1,-0.1,-0.1,328,328.79,675.34%,0,-99.95%,1.2,-59.21%,79.67%,28.42%,"21,835,441","-12,028,044",-35.52%,9,,,,,,,,,,,1/1/03,year,,,For Profit,,,,,Manufacturing
"SYS Technology Co, Ltd",https://www.crunchbase.com/organization/sys-technology-co-ltd,Manufacturing,"601,865",,$100M to $500M,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,501-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"643,859",,-0.2,-0.6,-0.1,945,727.82,-35.75%,3,-97.39%,1.56,-55.34%,26.10%,26.10%,"14,302,110","4,705,604",49.03%,6,,,,,,,,,,,28/3/06,day,,,,,,,,Manufacturing
Dongguan Your Moon Household Textile,https://www.crunchbase.com/organization/dongguan-your-moon-household-textile,Manufacturing,"603,644",,,,,,,,,,,,,,,"Dongguang, Guangdong, China",,,,1,,,,Private Equity,1/6/08,,,,Private Equity,,,,Private Equity,,,,Capital Today,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"645,774",,-0.2,-0.3,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,For Profit,,,,,Manufacturing
Marca-Lighting. Ltd,https://www.crunchbase.com/organization/marca-lighting-ltd,"Lighting, Logistics, Manufacturing","610,002",6,$1M to $10M,,,,,,,,,,,,,"Guangzhou, Guangdong, China",,101-250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"652,619",,-0.1,1.8,1.4,86,40.68,,,,1,,100%,,"33,073,336",,,3,,,,,,,,,,,10/9/03,day,,,For Profit,,,,,"Hardware, Manufacturing, Transportation"
Guangzhou Linjun,https://www.crunchbase.com/organization/guangzhou-linjun,"Interior Design, Manufacturing","611,297",,,,,,,,,,,,,,,"Guangzhou, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"654,008",,-0.1,-0.2,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,For Profit,,,,,"Design, Manufacturing, Real Estate"
Kenbotong Technology,https://www.crunchbase.com/organization/kenbotong-technology,Manufacturing,"612,885",,Less than $1M,,,,,,,,,,,,,"Foshan, Guangdong, China",,5001-10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,4,"655,731",,-0.1,1,0,"2,576","1,551.66",78.28%,86,0.41%,2.4,-24.88%,46.01%,17.31%,"6,450,923","-2,709,436",-29.58%,2,,,,,,,,,,,1/1/95,year,,,,,,,,Manufacturing
Biwin,https://www.crunchbase.com/organization/biwin,Manufacturing,"616,815",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"659,976",,-0.1,-0.4,1.7,"5,464","15,003.51",148.42%,112,53.50%,3.64,-2.20%,55.75%,0%,"3,399,151","-2,437,960",-41.77%,2,,,,,,,,,,,1/1/95,year,,,For Profit,,,,,Manufacturing
Shenzhen Yongzhi Precision Hardware,https://www.crunchbase.com/organization/shenzhen-yongzhi-precision-hardware,"Electronics, Manufacturing","625,063",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"668,915",,0,-0.2,-0.1,,37.06,,,,,,,,,,,2,,,,,,,,,,,1/1/00,year,,,For Profit,,,,,"Consumer Electronics, Hardware, Manufacturing"
Joycheapbuy,https://www.crunchbase.com/organization/joycheapbuy,"Health Care, Manufacturing, Wholesale","625,098",,$1M to $10M,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,1-Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"668,954",,-0.1,-0.1,-0.2,,,,,,,,,,,,,1,,,,,,,,,,,20/8/10,day,,,,,,,,"Commerce and Shopping, Health Care, Manufacturing"
ZBOT,https://www.crunchbase.com/organization/zbot,"3D Printing, 3D Technology, Manufacturing","625,317",,,,,,,,,,,,,,,"Guangzhou, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"669,187",,-0.1,-0.1,-0.8,910,593.97,113.25%,130,179.55%,4.37,120.25%,13.35%,-30.29%,"11,226,667","-6,808,958",-37.75%,7,,,,,,,,,,,1/1/00,year,,,,,,,,"Hardware, Manufacturing, Software"
Guangzhou Linghein Compressor,https://www.crunchbase.com/organization/guangzhou-linghein-compressor,Manufacturing,"627,535",,,,,,,,,,,,,,,"Guangzhou, Guangdong, China",,1-Oct,,,,,,M&A,,,,,,,,,,,,,,,,,Was Acquired,Guangzhou Linghein Compressor acquired by Atlas Copco,https://www.crunchbase.com/acquisition/atlas-copco-acquires-guangzhou-linghein-compressor--c153c31c,Atlas Copco,https://www.crunchbase.com/organization/atlas-copco,22/12/11,day,,,,Acquisition,,Private,,,,,,,,,,,,,,"671,559",,-0.1,-0.1,-1.1,608,154.23,,199,,5.58,,9.82%,,"12,137,117",,,6,,,,,,,,,,,1/1/01,year,22/12/11,day,For Profit,,,,,Manufacturing
3D-Link,https://www.crunchbase.com/organization/3d-link,Manufacturing,"629,365",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"673,542",,-0.1,0.8,-0.2,105,174.55,,,,1,,100%,,"32,221,342",,,1,,,,,,,,,,,1/1/03,year,,,,,,,,Manufacturing
Shenzhen Donglihua Technology,https://www.crunchbase.com/organization/shenzhen-donglihua-technology,"Information Technology, Manufacturing","629,392",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"673,572",,-0.1,-0.1,-0.8,,,,,,,,,,,,,,,,,,,,,,,,1/1/08,year,,,For Profit,,,,,"Information Technology, Manufacturing"
Shenzhen YHT Broadband Equipment,https://www.crunchbase.com/organization/shenzhen-yht-broadband-equipment,Manufacturing,"629,642",,$1M to $10M,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,Nov-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"673,834",,-0.1,1.1,0.6,657,473.03,51.94%,144,-52.43%,8.47,16.62%,65.29%,21.89%,"9,912,022","-3,497,361",-26.08%,11,,,,,,,,,,,1/1/03,year,,,,,,,,Manufacturing
Guangzhou Baiyun Chemical Industry,https://www.crunchbase.com/organization/guangzhou-baiyun-chemical-industry,"Biotechnology, Building Material, Industrial Engineering, Manufacturing","630,467",,,,,,,,,,,,,,,"Guangzhou, Guangdong, China",,251-500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"674,726",,0,-0.3,-0.6,101,199.01,-88.99%,920,1231.11%,2.31,-21.04%,0%,-15.59%,"29,614,093","18,604,723",168.99%,2,,,,0,2,,Chemical substances,,,,1/1/85,year,,,For Profit,,,,,"Biotechnology, Manufacturing, Real Estate, Science and Engineering"
Shenzhen P&A Biotech,https://www.crunchbase.com/organization/shenzhen-p-a-biotech,"Biotechnology, Manufacturing, Medical","632,994",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,M&A,,,,,,,,,,,,,,,,,Was Acquired,Shenzhen P&A Biotech acquired by Origene Technologies,https://www.crunchbase.com/acquisition/origene-technologies-acquires-shenzhen-p-a-biotech--af2c2975,Origene Technologies,https://www.crunchbase.com/organization/origene-technologies,16/2/09,day,,,,Acquisition,,Private,,,,,,,,,,,,,,"677,460",,-0.1,-0.4,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,16/2/09,day,,,,,,"Biotechnology, Health Care, Manufacturing, Science and Engineering"
Actiontop Electronics,https://www.crunchbase.com/organization/actiontop-electronics,Manufacturing,"634,705",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,1-Oct,,,,,,M&A,,,,,,,,,,,,,,,,,Was Acquired,Actiontop Electronics acquired by Cantronic Systems,https://www.crunchbase.com/acquisition/cantronic-systems-acquires-actiontop-electronics--bca688ab,Cantronic Systems,https://www.crunchbase.com/organization/cantronic-systems,30/6/10,day,,,,,,Private,,,,,,,,,,,,,,"679,316",,-0.1,-0.3,-0.3,,,,,,,,,,,,,2,,,3,,,,,,,,1/1/99,year,30/6/10,day,For Profit,,,,,Manufacturing
"Foshan Xinghong Sanitary Ware Co., Ltd",https://www.crunchbase.com/organization/foshan-xinghong-sanitary-ware-co-ltd,"Consumer Goods, Manufacturing","634,996",,,,,,,,,,,,,,,"Foshan, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"679,626",,-0.1,-0.3,-0.8,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,"Consumer Goods, Manufacturing"
YuanDong Technology HK Limited,https://www.crunchbase.com/organization/yuandong-technology-hk-limited,"Electronics, Manufacturing","636,654",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,251-500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"681,425",,-0.1,-0.5,-0.2,,,,,,,,,,,,,,,,,,,,,,,,13/3/17,day,,,For Profit,,,,,"Consumer Electronics, Hardware, Manufacturing"
"A.S.P Electronic Co., Ltd.",https://www.crunchbase.com/organization/a-s-p-electronic-co-ltd,"Electronics, Manufacturing","637,600",,,,,,,,,,,,,,,"Guangzhou, Guangdong, China",,,,,,,,M&A,,,,,,,,,,,,,,,,,Was Acquired,"A.S.P Electronic Co., Ltd. acquired by Mersen SA",https://www.crunchbase.com/acquisition/carbone-lorraine-company-acquires-a-s-p-electronic-co-ltd--d5b47645,Mersen SA,https://www.crunchbase.com/organization/carbone-lorraine-company,24/6/15,day,,,,Acquisition,,Private,,,,,,,,,,,,,,"682,463",,0.5,1.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,24/6/15,day,,,,,,"Consumer Electronics, Hardware, Manufacturing"
Greatoo,https://www.crunchbase.com/organization/greatoo,"Construction, Manufacturing, Marine Transportation","640,245",,$100M to $500M,,,,,,,,,,,,,"Jieyang, Guangdong, China",,1-Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"685,334",,0,-0.2,-0.2,"1,407","10,988.44",94.58%,39,598.17%,2.84,25.10%,52.69%,24.83%,"9,290,425","-4,295,552",-31.62%,13,,,,,,,,,,,,,,,,,,,,"Manufacturing, Real Estate, Transportation"
Escene,https://www.crunchbase.com/organization/escene,"Manufacturing, Telecommunications","640,298",,$10M to $50M,,,,,,,,,,,,,"Guangzhou, Guangdong, China",,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,4,"685,393",,0,0,-0.2,"1,945","2,254.88",-16%,177,-39.84%,8.83,131.86%,50.13%,3.92%,"4,913,175","-823,078",-14.35%,13,,,,,,,,,,,1/1/01,year,,,For Profit,,,,,"Hardware, Manufacturing"
"Morr Audio Co., Ltd.",https://www.crunchbase.com/organization/morr-audio-co-ltd,"Computer, Manufacturing","640,432",,$1M to $10M,,,,,,,,,,,,,"Guangzhou, Guangdong, China",,1-Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"685,536",,0,-0.2,-0.8,,,,,,,,,,,,,5,,,,,,,,,,,1/1/10,day,,,,,,,,"Consumer Electronics, Hardware, Manufacturing"
Tianjin Tanggu Watts Valve,https://www.crunchbase.com/organization/tianjin-tanggu-watts-valve,Manufacturing,"642,038",,,,,,,,,,,,,,,"Tianjin, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"687,273",,-0.1,0.1,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,For Profit,,,,,Manufacturing
"MORNSUN Guangzhou Science&Technology Co., Ltd",https://www.crunchbase.com/organization/mornsun-guangzhou-science-technology-co-ltd,"Electronics, Manufacturing, Test and Measurement","645,966",2,$50M to $100M,,,,,,,,,,,,,"Guangzhou, Guangdong, China",,501-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"691,550",,0,-0.1,-0.6,"72,112","73,663.56",-22.05%,87,-32.34%,2.08,2.80%,67.57%,2.76%,"676,282","129,421",23.67%,21,,,,,,,,,,,1/1/98,year,,,,,,,,"Consumer Electronics, Data and Analytics, Hardware, Manufacturing"
Wens Foodstuff Group,https://www.crunchbase.com/organization/wens-foodstuff-group,"Agriculture, Farming, Livestock, Machinery Manufacturing, Manufacturing","649,738",,,,,,,,,,,,,,,"Yunfu, Guangdong, China",,10001+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"695,648",,1.3,1.3,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,For Profit,,,,,"Agriculture and Farming, Manufacturing"
dtprototype,https://www.crunchbase.com/organization/dtprototype,Manufacturing,"650,847",,$1M to $10M,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,Nov-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"696,861",,-0.1,0.3,0.3,78,68.31,-46.22%,13,489.30%,5,66.67%,,,"28,295,235","3,225,540",12.87%,6,,,,,,,,,,,10/4/02,day,,,,,,,,Manufacturing
Finesun,https://www.crunchbase.com/organization/finesun,Manufacturing,"651,909",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"698,017",,-0.1,-0.3,-0.3,205,173.43,-63.34%,,,1,-78.87%,100%,33.94%,"27,056,690","14,671,113",118.45%,5,,,,,,,,,,,1/1/04,year,,,For Profit,,,,,Manufacturing
Wol Rubber,https://www.crunchbase.com/organization/wol-rubber,Manufacturing,"652,787",,,,,,,,,,,,,,,"Zhenjiang, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"698,969",,-0.1,0.3,-0.1,562,175.34,240.36%,,,1,0%,55.83%,-44.17%,"21,605,698","-7,351,452",-25.39%,8,,,,,,,,,,,,,,,For Profit,,,,,Manufacturing
Fundant Group Company Ltd,https://www.crunchbase.com/organization/fundant-group-company-ltd,Manufacturing,"655,588",,,,,,,,,,,,,,,"Bijiang, Guangdong, China",,,,1,,,,Private Equity,1/4/10,,,,Private Equity,,,,Private Equity,,,,Tripod Capital,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"702,028",,-0.1,-0.1,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing
Beefoto,https://www.crunchbase.com/organization/beefoto,Manufacturing,"657,619",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,"704,245",,-0.1,-0.1,-0.1,,29.88,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,Manufacturing
"Shenzhen Yeguang Technology Co.,LTD",https://www.crunchbase.com/organization/shenzhen-yeguang-technology-co-ltd,"Computer, Electronics, Manufacturing","659,525",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"706,324",,-0.1,-0.3,-0.5,,,,,,,,,,,,,,,,,,,,,,,,2/2/09,day,,,,,,,,"Consumer Electronics, Hardware, Manufacturing"
BFT Ltd,https://www.crunchbase.com/organization/bft-ltd,Manufacturing,"659,624",,,,,,,,,,,,,,,"Guangzhou, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"706,431",,-0.1,0,-0.2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,Manufacturing
Shenzhen Ronta Technology,https://www.crunchbase.com/organization/shenzhen-ronta-technology,Manufacturing,"660,372",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"707,239",,-0.1,-0.3,-0.5,,12.29,,,,,,,,,,,5,,,,,,,,,,,10/6/05,day,,,For Profit,,,,,Manufacturing
Gud Mould Industry Limited,https://www.crunchbase.com/organization/gud-mould-industry-limited,Manufacturing,"661,534",,,,,,,,,,,,,,,"Donggang, Guangdong, China",1,Nov-50,Jackie Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"708,494",,-0.1,-0.2,1.1,386,149.33,-14.60%,64,-13.42%,1.24,-0.44%,84.72%,-2.23%,"22,170,176","-2,714,516",-10.91%,10,,,,,,,,,,,1/1/07,day,,,For Profit,,,,,Manufacturing
Saia-Burgess China,https://www.crunchbase.com/organization/saia-burgess-china,Manufacturing,"662,156",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"709,169",,-0.1,-0.1,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,For Profit,,,,,Manufacturing
"Auson technology co.,limited",https://www.crunchbase.com/organization/auson-technology-co-limited,Manufacturing,"666,157",,,,,,,,,,,,,,,"Shenzhen, Guangdong, China",1,Nov-50,Jackson Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"713,481",,-0.1,-0.4,0.9,,67.04,-100%,,,,,,,,,,2,,,,,,,,,,,1/10/10,day,,,For Profit,,,,,Manufacturing
Foshan Haitian Flavouring and Food,https://www.crunchbase.com/organization/foshan-haitian-flavouring-and-food,"Food Processing, Manufacturing","672,632",,,,,,,,,,,,,,,"Foshan, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"720,543",,0.9,0.8,0.9,,,,,,,,,,,,,,,,,,,,,,,,1/1/95,year,,,For Profit,,,,,"Food and Beverage, Manufacturing"
Winbo Smart Tech,https://www.crunchbase.com/organization/winbo-smart-tech,"3D Printing, Manufacturing","673,102",,,,,,,,,,,,,,,"Guangzhou, Guangdong, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,"721,057",,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing
